iddesignacion;desde;hasta;idtipodesignacion;nroplaca
3371;1991-01-01;1996-01-01;4;454
3372;1993-01-01;1999-01-01;2;294
3373;1991-01-01;1998-01-01;0;512
3374;1993-01-01;1998-01-01;3;567
3375;1991-01-01;1997-01-01;4;399
3376;1995-01-01;1997-01-01;2;74
3377;1991-01-01;1996-01-01;1;546
3378;1995-01-01;1999-01-01;1;40
3379;1993-01-01;1996-01-01;4;661
3380;1992-01-01;1999-01-01;1;204
3381;1992-01-01;1999-01-01;1;349
3382;1993-01-01;1997-01-01;4;623
3383;1994-01-01;1996-01-01;2;139
3384;1994-01-01;1998-01-01;1;64
3385;1995-01-01;1996-01-01;0;952
3386;1993-01-01;1999-01-01;1;497
3387;1995-01-01;1998-01-01;4;335
3388;1993-01-01;1997-01-01;4;502
3389;1992-01-01;1997-01-01;2;755
3390;1994-01-01;1997-01-01;4;296
3391;1992-01-01;1999-01-01;4;28
3392;1993-01-01;1997-01-01;0;776
3393;1992-01-01;1997-01-01;4;215
3394;1994-01-01;1998-01-01;3;810
3395;1992-01-01;1996-01-01;1;151
3396;1994-01-01;1999-01-01;3;795
3397;1994-01-01;1997-01-01;1;583
3398;1994-01-01;1998-01-01;4;667
3399;1995-01-01;1996-01-01;1;6
3400;1992-01-01;1997-01-01;0;326
3401;1994-01-01;1998-01-01;1;920
3402;1994-01-01;1999-01-01;2;396
3403;1994-01-01;1999-01-01;2;449
3404;1993-01-01;1999-01-01;3;458
3405;1995-01-01;1997-01-01;0;725
3406;1994-01-01;1999-01-01;3;781
3407;1995-01-01;1997-01-01;4;689
3408;1991-01-01;1996-01-01;0;799
3409;1994-01-01;1996-01-01;2;532
3410;1993-01-01;1997-01-01;4;581
3411;1992-01-01;1996-01-01;0;578
3412;1991-01-01;1996-01-01;0;972
3413;1995-01-01;1997-01-01;3;410
3414;1995-01-01;1997-01-01;4;900
3415;1993-01-01;1998-01-01;1;872
3416;1995-01-01;1999-01-01;3;568
3417;1993-01-01;1998-01-01;0;292
3418;1992-01-01;1999-01-01;4;348
3419;1992-01-01;1996-01-01;1;729
3420;1992-01-01;1998-01-01;1;697
3421;1994-01-01;1999-01-01;4;861
3422;1991-01-01;1996-01-01;0;453
3423;1994-01-01;1998-01-01;3;485
3424;1995-01-01;1998-01-01;3;814
3425;1993-01-01;1998-01-01;1;750
3426;1995-01-01;1996-01-01;3;240
3427;1992-01-01;1996-01-01;3;954
3428;1994-01-01;1998-01-01;2;205
3429;1995-01-01;1997-01-01;0;143
3430;1993-01-01;1996-01-01;3;62
3431;1993-01-01;1999-01-01;3;452
3432;1991-01-01;1999-01-01;1;334
3433;1995-01-01;1999-01-01;1;868
3434;1991-01-01;1996-01-01;1;943
3435;1992-01-01;1998-01-01;3;781
3436;1991-01-01;1996-01-01;0;631
3437;1992-01-01;1997-01-01;1;367
3438;1993-01-01;1997-01-01;3;368
3439;1991-01-01;1996-01-01;1;7
3440;1993-01-01;1997-01-01;0;889
3441;1995-01-01;1999-01-01;0;844
3442;1995-01-01;1999-01-01;0;584
3443;1993-01-01;1999-01-01;4;123
3444;1995-01-01;1999-01-01;4;699
3445;1993-01-01;1999-01-01;1;546
3446;1991-01-01;1997-01-01;3;254
3447;1992-01-01;1998-01-01;1;694
3448;1993-01-01;1997-01-01;4;822
3449;1993-01-01;1997-01-01;4;968
3450;1995-01-01;1999-01-01;0;872
3451;1992-01-01;1999-01-01;2;338
3452;1991-01-01;1997-01-01;3;974
3453;1995-01-01;1997-01-01;2;895
3454;1993-01-01;1997-01-01;4;259
3455;1992-01-01;1996-01-01;3;227
3456;1995-01-01;1997-01-01;2;905
3457;1993-01-01;1997-01-01;4;923
3458;1994-01-01;1997-01-01;0;641
3459;1994-01-01;1999-01-01;1;304
3460;1993-01-01;1996-01-01;3;957
3461;1995-01-01;1998-01-01;2;649
3462;1992-01-01;1996-01-01;3;941
3463;1991-01-01;1996-01-01;3;397
3464;1993-01-01;1997-01-01;2;861
3465;1995-01-01;1997-01-01;4;155
3466;1992-01-01;1997-01-01;2;315
3467;1995-01-01;1997-01-01;0;199
3468;1991-01-01;1996-01-01;1;503
3469;1991-01-01;1999-01-01;1;770
3470;1993-01-01;1996-01-01;1;718
3471;1991-01-01;1998-01-01;4;132
3472;1992-01-01;1998-01-01;3;471
3473;1992-01-01;1998-01-01;3;318
3474;1994-01-01;1998-01-01;3;501
3475;1994-01-01;1998-01-01;3;554
3476;1995-01-01;1998-01-01;3;496
3477;1992-01-01;1999-01-01;4;308
3478;1994-01-01;1998-01-01;1;279
3479;1991-01-01;1999-01-01;4;663
3480;1995-01-01;1996-01-01;0;814
3481;1993-01-01;1999-01-01;3;267
3482;1992-01-01;1998-01-01;1;239
3483;1991-01-01;1997-01-01;3;561
3484;1992-01-01;1997-01-01;3;603
3485;1994-01-01;1996-01-01;4;860
3486;1993-01-01;1996-01-01;1;519
3487;1992-01-01;1998-01-01;0;328
3488;1994-01-01;1996-01-01;0;261
3489;1994-01-01;1998-01-01;4;244
3490;1995-01-01;1997-01-01;1;371
3491;1991-01-01;1996-01-01;4;190
3492;1993-01-01;1998-01-01;4;430
3493;1991-01-01;1997-01-01;4;247
3494;1993-01-01;1996-01-01;4;861
3495;1995-01-01;1996-01-01;4;137
3496;1993-01-01;1999-01-01;4;944
3497;1992-01-01;1998-01-01;0;299
3498;1992-01-01;1996-01-01;0;643
3499;1991-01-01;1997-01-01;4;579
3500;1991-01-01;1999-01-01;1;548
3501;1994-01-01;1997-01-01;3;931
3502;1994-01-01;1999-01-01;2;487
3503;1994-01-01;1999-01-01;0;611
3504;1994-01-01;1999-01-01;0;799
3505;1995-01-01;1997-01-01;1;650
3506;1994-01-01;1999-01-01;3;747
3507;1993-01-01;1997-01-01;3;672
3508;1992-01-01;1999-01-01;3;90
3509;1991-01-01;1999-01-01;2;935
3510;1992-01-01;1998-01-01;1;767
3511;1992-01-01;1997-01-01;3;540
3512;1994-01-01;1996-01-01;4;14
3513;1995-01-01;1996-01-01;3;71
3514;1991-01-01;1998-01-01;4;60
3515;1991-01-01;1997-01-01;2;546
3516;1991-01-01;1996-01-01;2;194
3517;1993-01-01;1999-01-01;0;950
3518;1991-01-01;1996-01-01;4;542
3519;1993-01-01;1998-01-01;1;64
3520;1992-01-01;1997-01-01;1;238
3521;1995-01-01;1998-01-01;0;800
3522;1992-01-01;1999-01-01;2;400
3523;1991-01-01;1997-01-01;2;758
3524;1995-01-01;1996-01-01;1;244
3525;1992-01-01;1998-01-01;4;781
3526;1995-01-01;1996-01-01;3;323
3527;1995-01-01;1998-01-01;4;844
3528;1992-01-01;1998-01-01;4;445
3529;1995-01-01;1997-01-01;0;866
3530;1991-01-01;1996-01-01;1;269
3531;1991-01-01;1999-01-01;0;243
3532;1995-01-01;1999-01-01;3;401
3533;1995-01-01;1999-01-01;4;593
3534;1993-01-01;1998-01-01;3;801
3535;1994-01-01;1997-01-01;2;615
3536;1991-01-01;1996-01-01;0;847
3537;1994-01-01;1996-01-01;0;809
3538;1994-01-01;1998-01-01;0;605
3539;1993-01-01;1999-01-01;2;584
3540;1994-01-01;1998-01-01;4;378
3541;1994-01-01;1999-01-01;3;130
3542;1992-01-01;1996-01-01;2;50
3543;1991-01-01;1996-01-01;1;760
3544;1991-01-01;1998-01-01;1;870
3545;1994-01-01;1999-01-01;4;722
3546;1991-01-01;1997-01-01;0;133
3547;1995-01-01;1997-01-01;4;277
3548;1995-01-01;1997-01-01;2;594
3549;1992-01-01;1999-01-01;2;925
3550;1992-01-01;1997-01-01;0;785
3551;1992-01-01;1998-01-01;1;265
3552;1992-01-01;1999-01-01;2;666
3553;1993-01-01;1997-01-01;4;144
3554;1993-01-01;1996-01-01;0;655
3555;1992-01-01;1998-01-01;0;85
3556;1992-01-01;1997-01-01;4;31
3557;1993-01-01;1997-01-01;0;989
3558;1995-01-01;1999-01-01;1;317
3559;1994-01-01;1998-01-01;0;516
3560;1995-01-01;1999-01-01;3;951
3561;1994-01-01;1997-01-01;1;646
3562;1991-01-01;1997-01-01;4;405
3563;1993-01-01;1998-01-01;3;700
3564;1993-01-01;1996-01-01;3;221
3565;1993-01-01;1999-01-01;1;632
3566;1992-01-01;1998-01-01;4;595
3567;1991-01-01;1998-01-01;2;603
3568;1992-01-01;1996-01-01;3;496
3569;1992-01-01;1999-01-01;3;985
3570;1994-01-01;1997-01-01;0;878
3571;1995-01-01;1998-01-01;0;799
3572;1991-01-01;1997-01-01;4;690
3573;1993-01-01;1997-01-01;0;866
3574;1992-01-01;1997-01-01;4;961
3575;1994-01-01;1997-01-01;1;251
3576;1995-01-01;1996-01-01;1;260
3577;1993-01-01;1996-01-01;3;565
3578;1995-01-01;1998-01-01;4;400
3579;1992-01-01;1997-01-01;3;259
3580;1995-01-01;1997-01-01;0;841
3581;1993-01-01;1997-01-01;4;944
3582;1992-01-01;1996-01-01;4;10
3583;1994-01-01;1997-01-01;4;156
3584;1991-01-01;1998-01-01;3;864
3585;1993-01-01;1999-01-01;0;589
3586;1994-01-01;1999-01-01;2;938
3587;1994-01-01;1999-01-01;0;896
3588;1994-01-01;1998-01-01;0;935
3589;1993-01-01;1999-01-01;0;464
3590;1993-01-01;1998-01-01;2;887
3591;1991-01-01;1997-01-01;0;785
3592;1994-01-01;1998-01-01;1;588
3593;1993-01-01;1999-01-01;1;946
3594;1993-01-01;1997-01-01;0;486
3595;1993-01-01;1999-01-01;0;509
3596;1992-01-01;1998-01-01;1;535
3597;1995-01-01;1999-01-01;4;954
3598;1991-01-01;1996-01-01;1;647
3599;1995-01-01;1996-01-01;3;912
3600;1992-01-01;1998-01-01;0;323
3601;1995-01-01;1998-01-01;4;748
3602;1992-01-01;1999-01-01;2;884
3603;1995-01-01;1997-01-01;2;801
3604;1992-01-01;1997-01-01;3;473
3605;1992-01-01;1998-01-01;1;908
3606;1993-01-01;1998-01-01;4;177
3607;1995-01-01;1996-01-01;2;542
3608;1991-01-01;1996-01-01;1;523
3609;1991-01-01;1997-01-01;3;670
3610;1993-01-01;1999-01-01;0;435
3611;1991-01-01;1998-01-01;1;84
3612;1993-01-01;1999-01-01;1;826
3613;1993-01-01;1997-01-01;3;860
3614;1994-01-01;1996-01-01;1;593
3615;1993-01-01;1998-01-01;3;754
3616;1991-01-01;1996-01-01;2;283
3617;1991-01-01;1998-01-01;0;421
3618;1991-01-01;1996-01-01;0;152
3619;1993-01-01;1996-01-01;1;102
3620;1992-01-01;1996-01-01;4;507
3621;1993-01-01;1996-01-01;2;843
3622;1995-01-01;1996-01-01;3;412
3623;1991-01-01;1996-01-01;4;690
3624;1993-01-01;1997-01-01;2;738
3625;1993-01-01;1997-01-01;2;902
3626;1992-01-01;1997-01-01;2;918
3627;1992-01-01;1997-01-01;0;881
3628;1995-01-01;1999-01-01;3;968
3629;1993-01-01;1999-01-01;3;666
3630;1992-01-01;1996-01-01;3;209
3631;1992-01-01;1997-01-01;3;869
3632;1991-01-01;1996-01-01;1;661
3633;1992-01-01;1996-01-01;4;66
3634;1994-01-01;1999-01-01;2;147
3635;1993-01-01;1997-01-01;2;163
3636;1991-01-01;1997-01-01;0;510
3637;1993-01-01;1998-01-01;1;355
3638;1991-01-01;1998-01-01;3;402
3639;1995-01-01;1998-01-01;3;45
3640;1995-01-01;1998-01-01;1;520
3641;1991-01-01;1998-01-01;4;755
3642;1995-01-01;1999-01-01;3;97
3643;1994-01-01;1999-01-01;3;177
3644;1993-01-01;1997-01-01;3;14
3645;1992-01-01;1996-01-01;4;468
3646;1991-01-01;1996-01-01;2;893
3647;1992-01-01;1996-01-01;0;460
3648;1994-01-01;1999-01-01;1;17
3649;1995-01-01;1996-01-01;0;266
3650;1994-01-01;1996-01-01;2;826
3651;1992-01-01;1996-01-01;4;464
3652;1992-01-01;1999-01-01;2;506
3653;1994-01-01;1999-01-01;4;480
3654;1993-01-01;1996-01-01;4;264
3655;1994-01-01;1998-01-01;0;156
3656;1995-01-01;1997-01-01;1;986
3657;1992-01-01;1999-01-01;3;147
3658;1992-01-01;1998-01-01;4;560
3659;1995-01-01;1998-01-01;0;930
3660;1993-01-01;1998-01-01;3;935
3661;1994-01-01;1997-01-01;1;552
3662;1994-01-01;1996-01-01;1;186
3663;1993-01-01;1996-01-01;4;71
3664;1994-01-01;1996-01-01;0;245
3665;1991-01-01;1999-01-01;3;230
3666;1991-01-01;1996-01-01;1;194
3667;1993-01-01;1998-01-01;2;702
3668;1993-01-01;1997-01-01;1;15
3669;1991-01-01;1998-01-01;3;145
3670;1995-01-01;1997-01-01;1;629
3671;1992-01-01;1998-01-01;0;869
3672;1992-01-01;1997-01-01;4;88
3673;1994-01-01;1996-01-01;2;327
3674;1995-01-01;1997-01-01;2;845
3675;1995-01-01;1999-01-01;4;813
3676;1992-01-01;1999-01-01;3;437
3677;1995-01-01;1998-01-01;3;833
3678;1994-01-01;1998-01-01;0;460
3679;1993-01-01;1998-01-01;2;802
3680;1995-01-01;1996-01-01;3;208
3681;1994-01-01;1998-01-01;0;126
3682;1994-01-01;1996-01-01;2;341
3683;1992-01-01;1996-01-01;4;954
3684;1993-01-01;1998-01-01;1;265
3685;1993-01-01;1997-01-01;1;330
3686;1991-01-01;1999-01-01;4;353
3687;1991-01-01;1999-01-01;4;725
3688;1993-01-01;1999-01-01;1;109
3689;1993-01-01;1997-01-01;1;281
3690;1994-01-01;1996-01-01;1;450
3691;1992-01-01;1997-01-01;4;847
3692;1992-01-01;1997-01-01;2;318
3693;1995-01-01;1999-01-01;3;538
3694;1991-01-01;1997-01-01;2;19
3695;1993-01-01;1996-01-01;4;354
3696;1995-01-01;1998-01-01;2;723
3697;1991-01-01;1997-01-01;3;765
3698;1994-01-01;1998-01-01;2;512
3699;1993-01-01;1996-01-01;3;240
3700;1993-01-01;1997-01-01;1;233
3701;1995-01-01;1997-01-01;0;534
3702;1994-01-01;1997-01-01;1;432
3703;1993-01-01;1999-01-01;3;623
3704;1992-01-01;1998-01-01;0;836
3705;1992-01-01;1997-01-01;0;719
3706;1992-01-01;1998-01-01;4;80
3707;1993-01-01;1996-01-01;3;591
3708;1994-01-01;1999-01-01;2;235
3709;1991-01-01;1996-01-01;4;645
3710;1993-01-01;1997-01-01;1;585
3711;1993-01-01;1998-01-01;3;101
3712;1994-01-01;1996-01-01;1;280
3713;1995-01-01;1999-01-01;1;544
3714;1994-01-01;1997-01-01;3;265
3715;1995-01-01;1996-01-01;1;845
3716;1993-01-01;1998-01-01;0;38
3717;1995-01-01;1998-01-01;3;514
3718;1994-01-01;1997-01-01;4;977
3719;1991-01-01;1998-01-01;0;182
3720;1994-01-01;1996-01-01;3;116
3721;1995-01-01;1998-01-01;3;44
3722;1992-01-01;1996-01-01;4;2
3723;1994-01-01;1998-01-01;0;831
3724;1993-01-01;1999-01-01;3;497
3725;1995-01-01;1997-01-01;2;115
3726;1991-01-01;1999-01-01;2;74
3727;1995-01-01;1999-01-01;0;450
3728;1992-01-01;1999-01-01;2;584
3729;1992-01-01;1998-01-01;1;292
3730;1994-01-01;1999-01-01;4;634
3731;1992-01-01;1999-01-01;1;214
3732;1992-01-01;1996-01-01;4;94
3733;1994-01-01;1996-01-01;1;210
3734;1993-01-01;1996-01-01;1;833
3735;1991-01-01;1999-01-01;1;6
3736;1991-01-01;1998-01-01;1;150
3737;1992-01-01;1998-01-01;3;512
3738;1993-01-01;1996-01-01;0;83
3739;1991-01-01;1996-01-01;4;98
3740;1991-01-01;1998-01-01;3;382
3741;1992-01-01;1999-01-01;1;561
3742;1995-01-01;1996-01-01;2;714
3743;1991-01-01;1998-01-01;1;675
3744;1991-01-01;1999-01-01;4;768
3745;1992-01-01;1996-01-01;0;394
3746;1993-01-01;1999-01-01;3;892
3747;1995-01-01;1999-01-01;4;31
3748;1992-01-01;1998-01-01;0;944
3749;1993-01-01;1996-01-01;4;453
3750;1993-01-01;1998-01-01;3;214
3751;1992-01-01;1997-01-01;0;740
3752;1994-01-01;1998-01-01;3;306
3753;1994-01-01;1998-01-01;1;8
3754;1992-01-01;1999-01-01;4;508
3755;1995-01-01;1999-01-01;4;277
3756;1993-01-01;1999-01-01;4;709
3757;1992-01-01;1999-01-01;1;811
3758;1994-01-01;1997-01-01;3;437
3759;1993-01-01;1996-01-01;3;190
3760;1994-01-01;1996-01-01;4;734
3761;1995-01-01;1998-01-01;0;528
3762;1991-01-01;1999-01-01;0;575
3763;1991-01-01;1999-01-01;3;699
3764;1993-01-01;1996-01-01;4;401
3765;1992-01-01;1999-01-01;0;981
3766;1992-01-01;1999-01-01;1;176
3767;1994-01-01;1997-01-01;0;453
3768;1995-01-01;1997-01-01;0;566
3769;1994-01-01;1996-01-01;0;849
3770;1993-01-01;1999-01-01;4;404
3771;1994-01-01;1996-01-01;4;938
3772;1991-01-01;1998-01-01;2;88
3773;1991-01-01;1999-01-01;0;226
3774;1994-01-01;1997-01-01;3;166
3775;1992-01-01;1999-01-01;3;987
3776;1992-01-01;1996-01-01;3;84
3777;1991-01-01;1998-01-01;2;335
3778;1995-01-01;1998-01-01;3;345
3779;1993-01-01;1996-01-01;0;574
3780;1994-01-01;1999-01-01;1;12
3781;1991-01-01;1997-01-01;1;284
3782;1994-01-01;1999-01-01;1;708
3783;1993-01-01;1998-01-01;2;224
3784;1995-01-01;1998-01-01;4;560
3785;1994-01-01;1998-01-01;2;497
3786;1992-01-01;1996-01-01;2;579
3787;1992-01-01;1999-01-01;0;695
3788;1992-01-01;1996-01-01;1;948
3789;1995-01-01;1999-01-01;1;325
3790;1992-01-01;1997-01-01;0;699
3791;1991-01-01;1997-01-01;2;30
3792;1995-01-01;1996-01-01;2;123
3793;1993-01-01;1996-01-01;2;730
3794;1993-01-01;1998-01-01;2;928
3795;1991-01-01;1998-01-01;4;960
3796;1994-01-01;1997-01-01;0;364
3797;1994-01-01;1997-01-01;2;413
3798;1993-01-01;1996-01-01;4;325
3799;1995-01-01;1996-01-01;2;503
3800;1992-01-01;1997-01-01;3;446
3801;1995-01-01;1996-01-01;2;874
3802;1993-01-01;1999-01-01;3;789
3803;1993-01-01;1997-01-01;4;590
3804;1994-01-01;1996-01-01;3;633
3805;1991-01-01;1999-01-01;2;680
3806;1993-01-01;1997-01-01;4;729
3807;1993-01-01;1996-01-01;3;67
3808;1993-01-01;1998-01-01;2;506
3809;1993-01-01;1997-01-01;4;480
3810;1993-01-01;1999-01-01;0;966
3811;1994-01-01;1999-01-01;2;589
3812;1995-01-01;1996-01-01;4;369
3813;1993-01-01;1997-01-01;2;302
3814;1991-01-01;1999-01-01;2;920
3815;1992-01-01;1999-01-01;4;421
3816;1993-01-01;1999-01-01;2;81
3817;1993-01-01;1999-01-01;3;333
3818;1994-01-01;1996-01-01;0;460
3819;1991-01-01;1997-01-01;0;554
3820;1991-01-01;1996-01-01;4;874
3821;1994-01-01;1996-01-01;0;227
3822;1991-01-01;1999-01-01;2;12
3823;1993-01-01;1999-01-01;0;140
3824;1992-01-01;1996-01-01;3;584
3825;1993-01-01;1996-01-01;0;834
3826;1993-01-01;1998-01-01;1;350
3827;1993-01-01;1996-01-01;0;381
3828;1994-01-01;1997-01-01;4;246
3829;1992-01-01;1999-01-01;2;614
3830;1994-01-01;1999-01-01;4;699
3831;1993-01-01;1996-01-01;1;740
3832;1992-01-01;1996-01-01;4;642
3833;1994-01-01;1999-01-01;0;26
3834;1992-01-01;1998-01-01;0;509
3835;1991-01-01;1999-01-01;0;848
3836;1994-01-01;1999-01-01;0;259
3837;1992-01-01;1998-01-01;1;416
3838;1994-01-01;1996-01-01;1;719
3839;1995-01-01;1998-01-01;2;862
3840;1994-01-01;1999-01-01;4;731
3841;1995-01-01;1998-01-01;1;918
3842;1995-01-01;1998-01-01;4;839
3843;1994-01-01;1998-01-01;4;347
3844;1994-01-01;1997-01-01;3;461
3845;1994-01-01;1997-01-01;1;48
3846;1992-01-01;1997-01-01;3;315
3847;1994-01-01;1997-01-01;3;140
3848;1992-01-01;1997-01-01;0;192
3849;1992-01-01;1997-01-01;0;471
3850;1991-01-01;1998-01-01;3;293
3851;1991-01-01;1998-01-01;2;866
3852;1991-01-01;1997-01-01;0;547
3853;1991-01-01;1998-01-01;2;174
3854;1995-01-01;1999-01-01;4;607
3855;1994-01-01;1999-01-01;1;315
3856;1995-01-01;1997-01-01;4;327
3857;1992-01-01;1998-01-01;2;301
3858;1994-01-01;1997-01-01;2;454
3859;1992-01-01;1998-01-01;2;763
3860;1995-01-01;1998-01-01;3;321
3861;1995-01-01;1996-01-01;4;917
3862;1995-01-01;1999-01-01;4;423
3863;1991-01-01;1999-01-01;4;470
3864;1992-01-01;1996-01-01;2;105
3865;1994-01-01;1999-01-01;0;945
3866;1995-01-01;1999-01-01;4;48
3867;1991-01-01;1996-01-01;2;189
3868;1994-01-01;1996-01-01;4;239
3869;1994-01-01;1998-01-01;2;965
3870;1994-01-01;1998-01-01;4;294
3871;1993-01-01;1996-01-01;4;761
3872;1992-01-01;1996-01-01;2;15
3873;1993-01-01;1996-01-01;2;973
3874;1992-01-01;1999-01-01;1;28
3875;1991-01-01;1998-01-01;3;165
3876;1995-01-01;1996-01-01;2;734
3877;1992-01-01;1999-01-01;2;63
3878;1993-01-01;1998-01-01;3;483
3879;1995-01-01;1997-01-01;2;229
3880;1995-01-01;1999-01-01;2;861
3881;1992-01-01;1999-01-01;3;64
3882;1991-01-01;1997-01-01;3;461
3883;1994-01-01;1998-01-01;1;853
3884;1992-01-01;1996-01-01;3;487
3885;1991-01-01;1999-01-01;0;504
3886;1995-01-01;1999-01-01;0;464
3887;1995-01-01;1997-01-01;4;513
3888;1992-01-01;1997-01-01;1;534
3889;1995-01-01;1998-01-01;3;323
3890;1991-01-01;1997-01-01;2;342
3891;1995-01-01;1998-01-01;0;266
3892;1991-01-01;1999-01-01;4;303
3893;1992-01-01;1997-01-01;4;478
3894;1991-01-01;1996-01-01;4;78
3895;1994-01-01;1997-01-01;2;148
3896;1992-01-01;1996-01-01;3;559
3897;1994-01-01;1998-01-01;1;140
3898;1995-01-01;1998-01-01;0;677
3899;1991-01-01;1999-01-01;4;346
3900;1992-01-01;1996-01-01;4;170
3901;1992-01-01;1997-01-01;4;418
3902;1995-01-01;1998-01-01;2;167
3903;1993-01-01;1997-01-01;2;801
3904;1991-01-01;1999-01-01;2;957
3905;1994-01-01;1996-01-01;4;994
3906;1994-01-01;1996-01-01;1;322
3907;1995-01-01;1998-01-01;1;529
3908;1992-01-01;1999-01-01;0;638
3909;1994-01-01;1996-01-01;4;361
3910;1995-01-01;1997-01-01;3;931
3911;1994-01-01;1999-01-01;0;996
3912;1993-01-01;1999-01-01;0;98
3913;1993-01-01;1999-01-01;4;694
3914;1991-01-01;1999-01-01;0;845
3915;1994-01-01;1998-01-01;3;319
3916;1995-01-01;1997-01-01;0;62
3917;1993-01-01;1996-01-01;2;813
3918;1993-01-01;1999-01-01;0;486
3919;1994-01-01;1996-01-01;2;162
3920;1991-01-01;1997-01-01;2;649
3921;1992-01-01;1997-01-01;4;417
3922;1995-01-01;1999-01-01;2;235
3923;1991-01-01;1998-01-01;0;656
3924;1992-01-01;1998-01-01;1;471
3925;1992-01-01;1998-01-01;3;127
3926;1991-01-01;1999-01-01;0;360
3927;1995-01-01;1999-01-01;0;753
3928;1995-01-01;1997-01-01;4;954
3929;1994-01-01;1996-01-01;2;486
3930;1991-01-01;1996-01-01;1;905
3931;1994-01-01;1999-01-01;4;82
3932;1991-01-01;1997-01-01;3;810
3933;1991-01-01;1997-01-01;3;377
3934;1991-01-01;1997-01-01;2;985
3935;1995-01-01;1999-01-01;1;943
3936;1991-01-01;1998-01-01;1;299
3937;1992-01-01;1996-01-01;3;235
3938;1995-01-01;1998-01-01;0;357
3939;1994-01-01;1996-01-01;0;495
3940;1991-01-01;1999-01-01;4;891
3941;1995-01-01;1997-01-01;1;571
3942;1992-01-01;1999-01-01;3;890
3943;1994-01-01;1996-01-01;1;270
3944;1991-01-01;1998-01-01;4;128
3945;1992-01-01;1999-01-01;0;35
3946;1992-01-01;1998-01-01;1;483
3947;1994-01-01;1998-01-01;4;955
3948;1991-01-01;1998-01-01;1;502
3949;1993-01-01;1998-01-01;4;228
3950;1991-01-01;1996-01-01;0;75
3951;1993-01-01;1998-01-01;0;781
3952;1993-01-01;1999-01-01;0;972
3953;1992-01-01;1999-01-01;1;485
3954;1991-01-01;1996-01-01;4;84
3955;1993-01-01;1997-01-01;4;13
3956;1992-01-01;1996-01-01;4;363
3957;1991-01-01;1998-01-01;1;388
3958;1992-01-01;1999-01-01;4;969
3959;1995-01-01;1999-01-01;1;709
3960;1993-01-01;1998-01-01;1;380
3961;1991-01-01;1999-01-01;2;146
3962;1995-01-01;1999-01-01;1;853
3963;1992-01-01;1997-01-01;2;100
3964;1994-01-01;1999-01-01;4;418
3965;1992-01-01;1999-01-01;0;902
3966;1995-01-01;1998-01-01;4;382
3967;1992-01-01;1998-01-01;4;527
3968;1991-01-01;1998-01-01;1;13
3969;1992-01-01;1999-01-01;1;919
3970;1995-01-01;1996-01-01;1;506
3971;1994-01-01;1997-01-01;4;840
3972;1991-01-01;1998-01-01;0;128
3973;1994-01-01;1999-01-01;3;772
3974;1993-01-01;1997-01-01;2;349
3975;1994-01-01;1998-01-01;4;311
3976;1994-01-01;1999-01-01;2;252
3977;1995-01-01;1996-01-01;4;773
3978;1995-01-01;1996-01-01;2;881
3979;1992-01-01;1998-01-01;0;188
3980;1992-01-01;1999-01-01;2;647
3981;1995-01-01;1998-01-01;1;218
3982;1995-01-01;1996-01-01;4;97
3983;1993-01-01;1997-01-01;4;333
3984;1993-01-01;1999-01-01;1;135
3985;1993-01-01;1998-01-01;1;725
3986;1994-01-01;1996-01-01;4;605
3987;1994-01-01;1996-01-01;0;3
3988;1993-01-01;1999-01-01;4;367
3989;1992-01-01;1999-01-01;0;900
3990;1994-01-01;1999-01-01;0;32
3991;1992-01-01;1997-01-01;1;366
3992;1993-01-01;1997-01-01;2;192
3993;1992-01-01;1998-01-01;2;853
3994;1991-01-01;1997-01-01;4;849
3995;1994-01-01;1996-01-01;4;306
3996;1995-01-01;1998-01-01;4;386
3997;1991-01-01;1998-01-01;0;453
3998;1991-01-01;1996-01-01;0;438
3999;1993-01-01;1998-01-01;1;593
