iddomicilio;calle;altura;entrecalle1;entrecalle2;idbarrio
923;AV CARLOS J FINLAY  ;4426;AV DE LOS INCAS     ;AV AVELLANEDA       ;9
924;AV ALVEAR           ;1731;AV CNL DIAZ         ;AV DE MAYO          ;6
925;AV DE LOS INCAS     ;979;AV AVELLANEDA       ;AV DIAZ VELEZ       ;14
926;AV CANONIGO MIGUEL C;4466;AV DE LAS CABALLERIZ;AV DE LOS CORRALES  ;6
927;AV COMODORO PY      ;1892;AV DEL FOMENTISTA   ;AV ALVAREZ JONTE    ;8
928;AV ALVAREZ JONTE BAJ;3340;AV DERQUI           ;AV DIRECTORIO       ;10
929;AV ADOLFO BERRO     ;4911;AV CASARES          ;AV CASARES          ;4
930;AV DE LOS INMIGRANTE;1816;AV 9 DE JULIO       ;AV ALMAFUERTE       ;7
931;AV CNL ROCA         ;2802;AV DE LAS CABALLERIZ;AV ARGENTINA        ;10
932;AV ALMAFUERTE       ;1727;AV BELISARIO ROLDAN ;AV COSTANERA INT HER;10
933;AV CARLOS J FINLAY  ;1878;AV ARGENTINA        ;AV DEL FOMENTISTA   ;14
934;AV ALMAFUERTE       ;3337;AV DE LAS CABALLERIZ;AV 27 DE FEBRERO    ;9
935;AV DE LAS CABALLERIZ;4663;AV CHORROARIN       ;AV ASAMBLEA         ;14
936;AV CNL ROCA         ;820;AV CHICLANA         ;AV DE LOS INMIGRANTE;3
937;AV ADOLFO BERRO     ;2820;AV ARGENTINA        ;AV DE LOS ITALIANOS ;1
938;AV BOEDO            ;4450;AV AVELLANEDA       ;AV ADOLFO BERRO     ;4
939;AV CNL DIAZ         ;2136;AV CHORROARIN       ;AV BOYACA           ;4
940;AV DIAZ VELEZ       ;3230;AV ALVAREZ THOMAS   ;AV AVELLANEDA       ;7
941;AV DE LOS CORRALES  ;1625;AV DE MAYO          ;AV ALMAFUERTE       ;2
942;AV BRUIX            ;3024;AV BELGRANO         ;AV 9 DE JULIO       ;14
943;AV DEL FOMENTISTA   ;2627;AV CNL NICETO VEGA  ;AV CASEROS          ;5
944;AV COSTANERA RAFAEL ;3884;AV CHORROARIN       ;AV DEL CAMPO        ;2
945;AV DEL CAMPO        ;4450;AV CORDOBA          ;AV DE LOS ITALIANOS ;4
946;AV DE LOS CONSTITUYE;3561;AV COSTANERA INT HER;AV ASTURIAS         ;6
947;AV DE LOS INMIGRANTE;734;AV CARLOS J FINLAY  ;AV CRISOLOGO LARRALD;1
948;AV CNL ROCA         ;3701;AV DE LOS INMIGRANTE;AV CHORROARIN       ;2
949;AV CNL DIAZ         ;675;AV DIAZ VELEZ       ;AV ARGENTINA        ;7
950;AV ARGENTINA        ;4550;AV ALVAREZ JONTE BAJ;AV DIRECTORIO       ;8
951;AV DEL LIBERTADOR   ;4289;AV DARACT           ;AV CORRIENTES       ;12
952;AV CABILDO          ;2340;AV DE LOS ITALIANOS ;AV DE LA RABIDA     ;4
953;AV CHORROARIN       ;4961;AV CORDOBA          ;AV ALMTE BROWN      ;12
954;AV BOEDO            ;2159;AV DEL LIBERTADOR   ;AV DE LA RABIDA     ;5
955;AV DE LA RABIDA     ;26;AV DIRECTORIO       ;AV AVELLANEDA       ;6
956;AV CORDOBA          ;1567;AV CASEROS          ;AV COSTANERA INT HER;8
957;AV DEL LIBERTADOR   ;2362;AV AVELLANEDA       ;AV DE LOS ITALIANOS ;7
958;AV COSTANERA INT HER;962;AV CANONIGO MIGUEL C;AV DE LOS ITALIANOS ;2
959;AV CNL DIAZ         ;1200;AV DIAZ VELEZ       ;AV ALMAFUERTE       ;4
960;AV CORBETA URUGUAY  ;828;AV ALVEAR           ;AV DE LAS CABALLERIZ;14
961;AV CASEROS          ;3561;AV 27 DE FEBRERO    ;AV ALBARELLOS       ;14
962;AV CORRIENTES       ;2977;AV COLOMBIA         ;AV BELGRANO         ;6
963;AV CNL CARDENAS     ;4430;AV COLOMBIA         ;AV BOYACA           ;11
964;AV DE MAYO          ;1273;AV CANONIGO MIGUEL C;AV CNL CARDENAS     ;9
965;AV CDORO MARTIN RIVA;3691;AV DIAZ VELEZ       ;AV CORBETA URUGUAY  ;13
966;AV ASTURIAS         ;1955;AV ALVAREZ JONTE    ;AV DE LA RABIDA     ;1
967;AV CHICLANA         ;1109;AV COSTANERA RAFAEL ;AV ADOLFO BERRO     ;8
968;AV CNL NICETO VEGA  ;1932;AV BOEDO            ;AV CURAPALIGUE      ;5
969;AV DERQUI           ;3193;AV ALMAFUERTE       ;AV ALMAFUERTE       ;2
970;AV ALVEAR           ;4874;AV DE MAYO          ;AV CNL CARDENAS     ;1
971;AV 9 DE JULIO       ;4807;AV DERQUI           ;AV COBO             ;2
972;AV DIRECTORIO       ;1117;AV ALBARELLOS       ;AV CORDOBA          ;12
973;AV DEL BARCO CENTENE;3377;AV CURAPALIGUE      ;AV CASEROS          ;2
974;AV ALVEAR           ;789;AV ALVAREZ JONTE BAJ;AV CASEROS          ;14
975;AV ALVAREZ THOMAS   ;1743;AV DE LAS CABALLERIZ;AV 9 DE JULIO       ;7
976;AV DE LA RABIDA     ;1034;AV DEL FOMENTISTA   ;AV ALVAREZ THOMAS   ;10
977;AV DIAZ VELEZ       ;4558;AV DE LOS INMIGRANTE;AV DE LOS CORRALES  ;9
978;AV CARABOBO         ;2053;AV CNL DIAZ         ;AV CHORROARIN       ;6
979;AV CNL DIAZ         ;3251;AV COBO             ;AV ASAMBLEA         ;8
980;AV CARLOS J FINLAY  ;3162;AV AVELLANEDA       ;AV CNL NICETO VEGA  ;2
981;AV ADOLFO BERRO     ;1640;AV CASEROS          ;AV DE LAS CABALLERIZ;6
982;AV CASEROS          ;3532;AV ARGENTINA        ;AV CALLAO           ;2
983;AV ASAMBLEA         ;3668;AV BELISARIO ROLDAN ;AV CASEROS          ;9
984;AV BOEDO            ;2817;AV CARABOBO         ;AV COMODORO PY      ;3
985;AV CHORROARIN       ;2588;AV ALVAREZ THOMAS   ;AV DARACT           ;8
986;AV CARLOS J FINLAY  ;586;AV DEL LIBERTADOR   ;AV CALLAO           ;4
987;AV DEL FOMENTISTA   ;2751;AV DEL BARCO CENTENE;AV ARGENTINA        ;12
988;AV CARLOS J FINLAY  ;4767;AV CALLAO           ;AV COSTANERA INT HER;4
989;AV DE LOS CORRALES  ;3503;AV 27 DE FEBRERO    ;AV BOEDO            ;14
990;AV ALMTE BROWN      ;342;AV ASTURIAS         ;AV ASAMBLEA         ;14
991;AV DEL BARCO CENTENE;4883;AV AMANCIO ALCORTA  ;AV COMODORO PY      ;10
992;AV CNL NICETO VEGA  ;2544;AV COSTANERA RAFAEL ;AV ADOLFO BERRO     ;2
993;AV DE LOS CONSTITUYE;1488;AV ALVEAR           ;AV ALVAREZ JONTE    ;4
994;AV DE LOS ITALIANOS ;1514;AV ALVEAR           ;AV AMANCIO ALCORTA  ;13
995;AV COSTANERA RAFAEL ;632;AV BELGRANO         ;AV DIAZ VELEZ       ;5
996;AV CARLOS J FINLAY  ;2307;AV BRUIX            ;AV COBO             ;1
997;AV COMODORO PY      ;3494;AV DE LOS INMIGRANTE;AV 27 DE FEBRERO    ;12
998;AV DE LA RABIDA     ;802;AV CHICLANA         ;AV DE LOS CONSTITUYE;9
999;AV DERQUI           ;1428;AV 9 DE JULIO       ;AV CABILDO          ;14
1000;AV AMANCIO ALCORTA  ;1752;AV CNL NICETO VEGA  ;AV CABILDO          ;3
1001;AV CNL NICETO VEGA  ;2263;AV COBO             ;AV ARGENTINA        ;14
1002;AV COSTANERA INT HER;274;AV DE MAYO          ;AV DEL FOMENTISTA   ;14
1003;AV DEL LIBERTADOR   ;3036;AV ALVEAR           ;AV CASEROS          ;4
1004;AV CALLAO           ;152;AV BOYACA           ;AV CNL ROCA         ;2
1005;AV CARABOBO         ;4732;AV DE LA RABIDA     ;AV ALMAFUERTE       ;2
1006;AV BOYACA           ;1854;AV ALMAFUERTE       ;AV CARLOS J FINLAY  ;4
1007;AV CRISOLOGO LARRALD;1747;AV COSTANERA INT HER;AV DERQUI           ;14
1008;AV CNL ROCA         ;692;AV DEL FOMENTISTA   ;AV 27 DE FEBRERO    ;11
1009;AV CARLOS J FINLAY  ;2385;AV COSTANERA INT HER;AV DEL BARCO CENTENE;9
1010;AV DE LA RABIDA     ;2902;AV BOEDO            ;AV ALVAREZ THOMAS   ;10
1011;AV COSTANERA RAFAEL ;3163;AV COLOMBIA         ;AV COLOMBIA         ;14
1012;AV ALBARELLOS       ;2485;AV 9 DE JULIO       ;AV CORBETA URUGUAY  ;2
1013;AV COSTANERA RAFAEL ;1986;AV CARABOBO         ;AV DIAZ VELEZ       ;14
1014;AV ADOLFO BERRO     ;3878;AV CRISOLOGO LARRALD;AV CDORO MARTIN RIVA;5
1015;AV DEL BARCO CENTENE;3888;AV DE MAYO          ;AV CORBETA URUGUAY  ;5
1016;AV DARACT           ;828;AV CALLAO           ;AV DIRECTORIO       ;12
1017;AV CURAPALIGUE      ;2766;AV BELGRANO         ;AV CALLAO           ;6
1018;AV CNL ROCA         ;4840;AV BRUIX            ;AV DEL CAMPO        ;11
1019;AV ALVEAR           ;1398;AV CURAPALIGUE      ;AV DE LA RABIDA     ;4
1020;AV ADOLFO BERRO     ;30;AV ALMTE BROWN      ;AV ALVAREZ THOMAS   ;5
1021;AV DE MAYO          ;51;AV DERQUI           ;AV AVELLANEDA       ;5
1022;AV CHICLANA         ;1096;AV ALVAREZ THOMAS   ;AV BOYACA           ;11
1023;AV CANONIGO MIGUEL C;850;AV CASARES          ;AV 9 DE JULIO       ;1
1024;AV CASARES          ;3967;AV CHICLANA         ;AV DE LOS INMIGRANTE;11
1025;AV DE MAYO          ;682;AV CORRIENTES       ;AV DE LOS ITALIANOS ;9
1026;AV BOEDO            ;1313;AV DEL BARCO CENTENE;AV DEL FOMENTISTA   ;1
1027;AV DE MAYO          ;3826;AV ADOLFO BERRO     ;AV DERQUI           ;10
1028;AV COSTANERA INT HER;4995;AV CASARES          ;AV DEL LIBERTADOR   ;5
1029;AV CURAPALIGUE      ;3937;AV DE LAS CABALLERIZ;AV ALVAREZ JONTE BAJ;8
1030;AV DE LOS CONSTITUYE;801;AV BRUIX            ;AV DERQUI           ;1
1031;AV DE LOS CORRALES  ;812;AV DE MAYO          ;AV DEL CAMPO        ;8
1032;AV COSTANERA RAFAEL ;2688;AV DE LOS CONSTITUYE;AV ALVAREZ JONTE    ;9
1033;AV DEL FOMENTISTA   ;1393;AV DE LAS CABALLERIZ;AV CORBETA URUGUAY  ;1
1034;AV CORRIENTES       ;1643;AV CALLAO           ;AV 27 DE FEBRERO    ;13
1035;AV CHORROARIN       ;3729;AV DIAZ VELEZ       ;AV DE LOS ITALIANOS ;8
1036;AV DIAZ VELEZ       ;954;AV COSTANERA INT HER;AV DEL BARCO CENTENE;14
1037;AV CORDOBA          ;660;AV DE LOS INCAS     ;AV ALMAFUERTE       ;14
1038;AV ALMAFUERTE       ;3305;AV ADOLFO BERRO     ;AV ALVAREZ JONTE BAJ;13
1039;AV CARABOBO         ;3701;AV ALVEAR           ;AV CRISOLOGO LARRALD;14
1040;AV CASARES          ;4640;AV DE LOS INCAS     ;AV ARGENTINA        ;6
1041;AV DE LOS ITALIANOS ;3925;AV ALVAREZ THOMAS   ;AV 9 DE JULIO       ;6
1042;AV BELGRANO         ;3248;AV ALVEAR           ;AV CORDOBA          ;7
1043;AV BELGRANO         ;2925;AV ARGENTINA        ;AV COSTANERA INT HER;3
1044;AV ALVAREZ JONTE BAJ;2674;AV CARABOBO         ;AV ALMTE BROWN      ;11
1045;AV ALMAFUERTE       ;4114;AV CNL NICETO VEGA  ;AV CNL ROCA         ;8
1046;AV CORRIENTES       ;3037;AV ALVEAR           ;AV COSTANERA RAFAEL ;10
1047;AV COLOMBIA         ;974;AV BRUIX            ;AV ALVEAR           ;7
1048;AV DERQUI           ;111;AV ARGENTINA        ;AV DEL FOMENTISTA   ;2
1049;AV CORDOBA          ;83;AV DE LOS INCAS     ;AV CNL CARDENAS     ;4
1050;AV ASAMBLEA         ;1323;AV DE LOS CORRALES  ;AV CABILDO          ;4
1051;AV CORRIENTES       ;1585;AV BELISARIO ROLDAN ;AV CARLOS J FINLAY  ;12
1052;AV 9 DE JULIO       ;2657;AV ARGENTINA        ;AV CORRIENTES       ;12
1053;AV CANONIGO MIGUEL C;741;AV ALVAREZ JONTE    ;AV DIAZ VELEZ       ;11
1054;AV CASEROS          ;4976;AV BOEDO            ;AV BRUIX            ;14
1055;AV DE LOS INCAS     ;2373;AV ALMAFUERTE       ;AV CDORO MARTIN RIVA;6
1056;AV CORDOBA          ;319;AV CASEROS          ;AV CASEROS          ;6
1057;AV BELGRANO         ;400;AV BOYACA           ;AV DE LOS ITALIANOS ;4
1058;AV CNL NICETO VEGA  ;1428;AV AVELLANEDA       ;AV ALVAREZ JONTE    ;3
1059;AV DEL CAMPO        ;50;AV ALMTE BROWN      ;AV CARLOS J FINLAY  ;3
1060;AV CURAPALIGUE      ;4901;AV COSTANERA RAFAEL ;AV DE LOS ITALIANOS ;5
1061;AV DEL CAMPO        ;2993;AV CHORROARIN       ;AV CORDOBA          ;9
1062;AV CASEROS          ;4682;AV ALVAREZ THOMAS   ;AV BELGRANO         ;3
1063;AV DE LOS ITALIANOS ;1901;AV ALVAREZ THOMAS   ;AV DARACT           ;14
1064;AV CARABOBO         ;2462;AV ALMTE BROWN      ;AV BOYACA           ;14
1065;AV ALVAREZ JONTE BAJ;3132;AV DEL FOMENTISTA   ;AV COBO             ;1
1066;AV 9 DE JULIO       ;4846;AV CARLOS J FINLAY  ;AV CASARES          ;14
1067;AV CARLOS J FINLAY  ;2338;AV BOYACA           ;AV BOYACA           ;7
1068;AV COSTANERA INT HER;2929;AV AMANCIO ALCORTA  ;AV DEL LIBERTADOR   ;3
1069;AV DIRECTORIO       ;1379;AV CORBETA URUGUAY  ;AV COSTANERA INT HER;5
1070;AV ALMAFUERTE       ;4653;AV ALMAFUERTE       ;AV CABILDO          ;8
1071;AV BRUIX            ;3344;AV ALMAFUERTE       ;AV CURAPALIGUE      ;1
1072;AV ALVAREZ JONTE BAJ;2963;AV ASAMBLEA         ;AV DE LAS CABALLERIZ;13
1073;AV COSTANERA RAFAEL ;2067;AV DE LOS INCAS     ;AV COSTANERA RAFAEL ;8
1074;AV CNL CARDENAS     ;3755;AV BOEDO            ;AV CABILDO          ;9
1075;AV CHICLANA         ;4449;AV ALBARELLOS       ;AV BELGRANO         ;5
1076;AV BELISARIO ROLDAN ;888;AV CALLAO           ;AV CHICLANA         ;6
1077;AV CASEROS          ;3637;AV CARABOBO         ;AV CDORO MARTIN RIVA;6
1078;AV ASAMBLEA         ;3532;AV CASARES          ;AV ALVEAR           ;10
1079;AV CORBETA URUGUAY  ;1212;AV CORRIENTES       ;AV CNL DIAZ         ;1
1080;AV DEL LIBERTADOR   ;291;AV CORBETA URUGUAY  ;AV DE LOS INCAS     ;10
1081;AV CNL DIAZ         ;3326;AV AVELLANEDA       ;AV 9 DE JULIO       ;7
1082;AV COSTANERA RAFAEL ;1745;AV CNL DIAZ         ;AV COLOMBIA         ;11
1083;AV DEL FOMENTISTA   ;4056;AV BOYACA           ;AV DEL CAMPO        ;4
1084;AV DEL FOMENTISTA   ;1184;AV DEL BARCO CENTENE;AV DE LOS INMIGRANTE;7
1085;AV AVELLANEDA       ;2676;AV DIRECTORIO       ;AV ASTURIAS         ;2
1086;AV ALVAREZ JONTE    ;3995;AV BELGRANO         ;AV ASTURIAS         ;6
1087;AV DERQUI           ;3512;AV ALMTE BROWN      ;AV CARABOBO         ;4
1088;AV COSTANERA INT HER;4347;AV DE MAYO          ;AV CNL ROCA         ;11
1089;AV BELGRANO         ;3749;AV DE LOS INCAS     ;AV DE LOS CONSTITUYE;1
1090;AV ALVEAR           ;3200;AV AVELLANEDA       ;AV COLOMBIA         ;12
1091;AV AVELLANEDA       ;2810;AV CURAPALIGUE      ;AV CHORROARIN       ;2
1092;AV BRUIX            ;2240;AV COLOMBIA         ;AV CNL NICETO VEGA  ;3
1093;AV ALBARELLOS       ;2588;AV DIAZ VELEZ       ;AV BELGRANO         ;8
1094;AV DEL LIBERTADOR   ;377;AV ARGENTINA        ;AV DEL BARCO CENTENE;2
1095;AV DE LOS CORRALES  ;2218;AV 9 DE JULIO       ;AV DE LOS CONSTITUYE;1
1096;AV CNL DIAZ         ;1728;AV DEL BARCO CENTENE;AV DIRECTORIO       ;12
1097;AV COSTANERA INT HER;2130;AV CNL DIAZ         ;AV DEL FOMENTISTA   ;13
1098;AV ASTURIAS         ;701;AV DE MAYO          ;AV CNL CARDENAS     ;1
1099;AV CANONIGO MIGUEL C;1913;AV CARABOBO         ;AV DEL BARCO CENTENE;4
1100;AV CORRIENTES       ;837;AV CDORO MARTIN RIVA;AV BELGRANO         ;4
1101;AV ASTURIAS         ;3619;AV ALVAREZ JONTE    ;AV CHORROARIN       ;10
1102;AV CORBETA URUGUAY  ;707;AV COMODORO PY      ;AV COSTANERA RAFAEL ;2
1103;AV CNL DIAZ         ;3;AV CHORROARIN       ;AV CURAPALIGUE      ;2
1104;AV 9 DE JULIO       ;28;AV BOEDO            ;AV CURAPALIGUE      ;14
1105;AV ASTURIAS         ;848;AV 27 DE FEBRERO    ;AV ARGENTINA        ;12
1106;AV DIAZ VELEZ       ;2279;AV CNL ROCA         ;AV ALBARELLOS       ;11
1107;AV ALVAREZ JONTE    ;726;AV ALVAREZ JONTE    ;AV ALVAREZ THOMAS   ;12
1108;AV CORDOBA          ;3669;AV ALMAFUERTE       ;AV CARLOS J FINLAY  ;7
1109;AV ALMTE BROWN      ;2728;AV DE LOS ITALIANOS ;AV ALBARELLOS       ;10
1110;AV DEL CAMPO        ;538;AV CORRIENTES       ;AV CDORO MARTIN RIVA;5
1111;AV BRUIX            ;664;AV BOEDO            ;AV AMANCIO ALCORTA  ;10
1112;AV CNL DIAZ         ;463;AV CNL NICETO VEGA  ;AV BOYACA           ;2
1113;AV CANONIGO MIGUEL C;1958;AV ALVAREZ JONTE BAJ;AV CORRIENTES       ;5
1114;AV DE LOS ITALIANOS ;2710;AV DARACT           ;AV ADOLFO BERRO     ;7
1115;AV CNL DIAZ         ;4400;AV DE LOS INMIGRANTE;AV CHICLANA         ;8
1116;AV DE LOS CONSTITUYE;77;AV CHORROARIN       ;AV 9 DE JULIO       ;14
1117;AV 9 DE JULIO       ;693;AV AMANCIO ALCORTA  ;AV DIRECTORIO       ;14
1118;AV DEL BARCO CENTENE;1375;AV CORRIENTES       ;AV CNL DIAZ         ;1
1119;AV COLOMBIA         ;3394;AV ARGENTINA        ;AV CALLAO           ;6
1120;AV AVELLANEDA       ;1883;AV CANONIGO MIGUEL C;AV 27 DE FEBRERO    ;7
1121;AV ALVAREZ JONTE BAJ;1919;AV ALVAREZ THOMAS   ;AV COSTANERA INT HER;4
1122;AV DIRECTORIO       ;3178;AV CNL CARDENAS     ;AV CNL DIAZ         ;3
1123;AV DE LOS INMIGRANTE;2538;AV ALVAREZ THOMAS   ;AV ASTURIAS         ;12
1124;AV ADOLFO BERRO     ;2941;AV CRISOLOGO LARRALD;AV CANONIGO MIGUEL C;5
1125;AV BOEDO            ;2508;AV BELGRANO         ;AV DIRECTORIO       ;2
1126;AV CORDOBA          ;321;AV DEL LIBERTADOR   ;AV CNL ROCA         ;14
1127;AV CNL NICETO VEGA  ;1263;AV ALMTE BROWN      ;AV ALVEAR           ;8
1128;AV CHICLANA         ;3354;AV CARABOBO         ;AV ALMTE BROWN      ;12
1129;AV DE LOS ITALIANOS ;4825;AV DE LAS CABALLERIZ;AV CNL DIAZ         ;2
1130;AV CASARES          ;1735;AV CURAPALIGUE      ;AV CANONIGO MIGUEL C;7
1131;AV AVELLANEDA       ;1263;AV CABILDO          ;AV 27 DE FEBRERO    ;8
1132;AV COSTANERA RAFAEL ;1948;AV CABILDO          ;AV CNL NICETO VEGA  ;8
1133;AV CASEROS          ;2585;AV CABILDO          ;AV CURAPALIGUE      ;2
1134;AV CASEROS          ;2031;AV CNL ROCA         ;AV CABILDO          ;10
1135;AV COSTANERA RAFAEL ;1791;AV BOYACA           ;AV ARGENTINA        ;14
1136;AV DEL BARCO CENTENE;2966;AV BOYACA           ;AV AVELLANEDA       ;10
1137;AV ASTURIAS         ;1507;AV DE LAS CABALLERIZ;AV 9 DE JULIO       ;10
1138;AV CHORROARIN       ;737;AV COBO             ;AV COSTANERA INT HER;12
1139;AV CABILDO          ;2022;AV DE MAYO          ;AV ALVAREZ JONTE BAJ;14
1140;AV CORDOBA          ;4296;AV COLOMBIA         ;AV BELISARIO ROLDAN ;9
1141;AV CANONIGO MIGUEL C;1574;AV CORDOBA          ;AV CORRIENTES       ;7
1142;AV CNL CARDENAS     ;4073;AV CALLAO           ;AV ALBARELLOS       ;3
1143;AV ALVAREZ JONTE BAJ;4403;AV CNL ROCA         ;AV DEL CAMPO        ;6
1144;AV CDORO MARTIN RIVA;3861;AV DE LOS CORRALES  ;AV AMANCIO ALCORTA  ;2
1145;AV ALVAREZ JONTE    ;3905;AV CORDOBA          ;AV CNL CARDENAS     ;14
1146;AV AVELLANEDA       ;673;AV DIRECTORIO       ;AV ALMAFUERTE       ;6
1147;AV COBO             ;245;AV CALLAO           ;AV BOYACA           ;1
1148;AV DEL LIBERTADOR   ;4394;AV DEL BARCO CENTENE;AV ADOLFO BERRO     ;7
1149;AV ASAMBLEA         ;1247;AV DIRECTORIO       ;AV DEL FOMENTISTA   ;5
1150;AV 9 DE JULIO       ;2668;AV CABILDO          ;AV CASARES          ;2
1151;AV COSTANERA INT HER;80;AV AMANCIO ALCORTA  ;AV ALVAREZ JONTE BAJ;1
1152;AV DEL CAMPO        ;3866;AV DE LOS INMIGRANTE;AV CALLAO           ;10
1153;AV CNL CARDENAS     ;781;AV ASTURIAS         ;AV BELISARIO ROLDAN ;5
1154;AV ALMTE BROWN      ;38;AV CARLOS J FINLAY  ;AV DE LA RABIDA     ;14
1155;AV ADOLFO BERRO     ;1845;AV DE LOS CORRALES  ;AV CRISOLOGO LARRALD;13
1156;AV DIAZ VELEZ       ;754;AV AVELLANEDA       ;AV ALMTE BROWN      ;3
1157;AV ALMTE BROWN      ;3235;AV CORRIENTES       ;AV COBO             ;4
1158;AV AMANCIO ALCORTA  ;1473;AV CASEROS          ;AV ASAMBLEA         ;11
1159;AV COLOMBIA         ;1173;AV COSTANERA INT HER;AV ALMTE BROWN      ;5
1160;AV ALVEAR           ;924;AV ALMAFUERTE       ;AV 27 DE FEBRERO    ;7
1161;AV ALMAFUERTE       ;2782;AV DIAZ VELEZ       ;AV CANONIGO MIGUEL C;10
1162;AV CASARES          ;1503;AV BELISARIO ROLDAN ;AV ALVAREZ THOMAS   ;9
1163;AV CNL CARDENAS     ;395;AV DEL LIBERTADOR   ;AV DE LOS ITALIANOS ;11
1164;AV DEL LIBERTADOR   ;4636;AV DE MAYO          ;AV CORDOBA          ;7
1165;AV DARACT           ;1353;AV DEL CAMPO        ;AV DEL CAMPO        ;14
1166;AV ASAMBLEA         ;1184;AV BELISARIO ROLDAN ;AV ASTURIAS         ;10
1167;AV CABILDO          ;1255;AV DE LOS ITALIANOS ;AV CNL DIAZ         ;14
1168;AV BELGRANO         ;2018;AV ALMTE BROWN      ;AV CRISOLOGO LARRALD;14
1169;AV BRUIX            ;2775;AV COBO             ;AV CARABOBO         ;7
1170;AV CNL CARDENAS     ;3908;AV CHICLANA         ;AV ALVAREZ JONTE BAJ;13
1171;AV DE LOS INMIGRANTE;2530;AV ALBARELLOS       ;AV BELGRANO         ;12
1172;AV CNL ROCA         ;28;AV ALMTE BROWN      ;AV ALVEAR           ;14
1173;AV DARACT           ;3679;AV ALMAFUERTE       ;AV COLOMBIA         ;10
1174;AV COSTANERA RAFAEL ;4908;AV BELGRANO         ;AV ALBARELLOS       ;12
1175;AV BOEDO            ;733;AV DIAZ VELEZ       ;AV COLOMBIA         ;14
1176;AV DE LOS CONSTITUYE;2001;AV DEL CAMPO        ;AV CASARES          ;11
1177;AV DARACT           ;2884;AV CASARES          ;AV CORDOBA          ;6
1178;AV ALVAREZ JONTE BAJ;1153;AV CORRIENTES       ;AV DEL LIBERTADOR   ;5
1179;AV DE MAYO          ;3103;AV DEL BARCO CENTENE;AV COMODORO PY      ;13
1180;AV 27 DE FEBRERO    ;2807;AV COBO             ;AV ARGENTINA        ;2
1181;AV ALBARELLOS       ;1313;AV DEL CAMPO        ;AV ALVAREZ JONTE    ;11
1182;AV ALVAREZ THOMAS   ;2277;AV CALLAO           ;AV CALLAO           ;8
1183;AV CORDOBA          ;2766;AV COMODORO PY      ;AV ALBARELLOS       ;2
1184;AV ARGENTINA        ;4493;AV CORBETA URUGUAY  ;AV AMANCIO ALCORTA  ;7
1185;AV ALVAREZ JONTE    ;565;AV BOYACA           ;AV ASAMBLEA         ;5
1186;AV CABILDO          ;4429;AV CARABOBO         ;AV DIRECTORIO       ;5
1187;AV CNL ROCA         ;557;AV DE LOS ITALIANOS ;AV CNL NICETO VEGA  ;3
1188;AV DIAZ VELEZ       ;3921;AV CNL CARDENAS     ;AV COBO             ;14
1189;AV CRISOLOGO LARRALD;3678;AV COSTANERA RAFAEL ;AV CASARES          ;9
1190;AV CORRIENTES       ;1753;AV CALLAO           ;AV CRISOLOGO LARRALD;14
1191;AV ASTURIAS         ;900;AV BRUIX            ;AV BRUIX            ;2
1192;AV BOYACA           ;4833;AV ASTURIAS         ;AV CASARES          ;7
1193;AV DERQUI           ;718;AV DERQUI           ;AV CANONIGO MIGUEL C;6
1194;AV CNL ROCA         ;3673;AV ALMAFUERTE       ;AV DERQUI           ;7
1195;AV CALLAO           ;979;AV DE LA RABIDA     ;AV CABILDO          ;8
1196;AV COMODORO PY      ;4392;AV COSTANERA INT HER;AV BELISARIO ROLDAN ;14
1197;AV CNL DIAZ         ;2535;AV COLOMBIA         ;AV DE MAYO          ;6
1198;AV COSTANERA INT HER;4319;AV COSTANERA RAFAEL ;AV ADOLFO BERRO     ;3
1199;AV DE LA RABIDA     ;4183;AV BELGRANO         ;AV ALVEAR           ;3
1200;AV AMANCIO ALCORTA  ;2130;AV ALMAFUERTE       ;AV BRUIX            ;5
1201;AV DE LOS ITALIANOS ;4280;AV ALVAREZ JONTE BAJ;AV ALVAREZ JONTE    ;13
1202;AV CARLOS J FINLAY  ;4322;AV CORDOBA          ;AV DIRECTORIO       ;1
1203;AV CASARES          ;1522;AV CHORROARIN       ;AV CHICLANA         ;13
1204;AV DE LAS CABALLERIZ;2524;AV DE LOS CORRALES  ;AV DERQUI           ;3
1205;AV DE LAS CABALLERIZ;20;AV ALBARELLOS       ;AV DE LOS CONSTITUYE;4
1206;AV CDORO MARTIN RIVA;650;AV DIAZ VELEZ       ;AV CORBETA URUGUAY  ;4
1207;AV DIAZ VELEZ       ;4764;AV DE MAYO          ;AV CHICLANA         ;1
1208;AV ALVEAR           ;3441;AV CORDOBA          ;AV CASARES          ;4
1209;AV DERQUI           ;1636;AV ALVEAR           ;AV CASARES          ;3
1210;AV DE LOS INCAS     ;823;AV CORDOBA          ;AV CARABOBO         ;8
1211;AV DE LOS CONSTITUYE;2416;AV BELGRANO         ;AV AVELLANEDA       ;4
1212;AV ALMTE BROWN      ;3429;AV CNL CARDENAS     ;AV ALVAREZ THOMAS   ;14
1213;AV AMANCIO ALCORTA  ;4915;AV ALBARELLOS       ;AV DEL CAMPO        ;6
1214;AV ALBARELLOS       ;1458;AV DEL LIBERTADOR   ;AV DEL CAMPO        ;14
1215;AV DARACT           ;170;AV COSTANERA INT HER;AV CORBETA URUGUAY  ;12
1216;AV 27 DE FEBRERO    ;4955;AV ALVAREZ JONTE    ;AV ASAMBLEA         ;12
